,title,description,link,published
18,Multiples vulnérabilités dans GitLab (11 juin 2026),"De multiples vulnérabilités ont été découvertes dans GitLab. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, un déni de service à distance et une falsification de requêtes côté serveur (SSRF).",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0733/,"Thu, 11 Jun 2026 00:00:00 +0000"
19,Multiples vulnérabilités dans les produits Palo Alto Networks (11 juin 2026),"De multiples vulnérabilités ont été découvertes dans les produits Palo Alto Networks. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une élévation de privilèges et un déni de service à distance.",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0734/,"Thu, 11 Jun 2026 00:00:00 +0000"
20,Multiples vulnérabilités dans MongoDB (11 juin 2026),De multiples vulnérabilités ont été découvertes dans MongoDB. Elles permettent à un attaquant de provoquer un déni de service à distance et une atteinte à la confidentialité des données.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0735/,"Thu, 11 Jun 2026 00:00:00 +0000"
21,Multiples vulnérabilités dans les produits Splunk (11 juin 2026),"De multiples vulnérabilités ont été découvertes dans les produits Splunk. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une atteinte à la confidentialité des données et une falsification de requêtes côté serveur (SSRF).",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0736/,"Thu, 11 Jun 2026 00:00:00 +0000"
22,Multiples vulnérabilités dans les produits Microsoft (11 juin 2026),De multiples vulnérabilités ont été découvertes dans les produits Microsoft. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0737/,"Thu, 11 Jun 2026 00:00:00 +0000"
23,Vulnérabilité dans Traefik (11 juin 2026),Une vulnérabilité a été découverte dans Traefik. Elle permet à un attaquant de provoquer un contournement de la politique de sécurité.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0738/,"Thu, 11 Jun 2026 00:00:00 +0000"
24,Multiples vulnérabilités dans les produits Spring (11 juin 2026),"De multiples vulnérabilités ont été découvertes dans les produits Spring. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une atteinte à la confidentialité des données et une falsification de requêtes côté serveur (SSRF).",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0739/,"Thu, 11 Jun 2026 00:00:00 +0000"
25,Vulnérabilité dans LibreNMS (11 juin 2026),Une vulnérabilité a été découverte dans LibreNMS. Elle permet à un attaquant de provoquer une exécution de code arbitraire à distance.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0732/,"Thu, 11 Jun 2026 00:00:00 +0000"
26,Multiples vulnérabilités dans Google Chrome (12 juin 2026),De multiples vulnérabilités ont été découvertes dans Google Chrome. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0740/,"Fri, 12 Jun 2026 00:00:00 +0000"
27,Vulnérabilité dans MongoDB (12 juin 2026),Une vulnérabilité a été découverte dans les produits MongoDB. Elle permet à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0741/,"Fri, 12 Jun 2026 00:00:00 +0000"
28,Multiples vulnérabilités dans les produits NetApp (12 juin 2026),"De multiples vulnérabilités ont été découvertes dans les produits NetApp. Elles permettent à un attaquant de provoquer un déni de service à distance, une atteinte à la confidentialité des données et une atteinte à l'intégrité des données.",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0742/,"Fri, 12 Jun 2026 00:00:00 +0000"
29,Vulnérabilité dans les produits Moxa (12 juin 2026),Une vulnérabilité a été découverte dans les produits Moxa. Elle permet à un attaquant de provoquer une atteinte à la confidentialité des données.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0743/,"Fri, 12 Jun 2026 00:00:00 +0000"
30,Multiples vulnérabilités dans les produits Spring (12 juin 2026),De multiples vulnérabilités ont été découvertes dans les produits Spring. Elles permettent à un attaquant de provoquer un déni de service à distance et un problème de sécurité non spécifié par l'éditeur.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0744/,"Fri, 12 Jun 2026 00:00:00 +0000"
31,Multiples vulnérabilités dans le noyau Linux de SUSE (12 juin 2026),"De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une atteinte à la confidentialité des données et une atteinte à l'intégrité des données.",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0745/,"Fri, 12 Jun 2026 00:00:00 +0000"
32,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (12 juin 2026),"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une élévation de privilèges et une atteinte à la confidentialité des données.",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0746/,"Fri, 12 Jun 2026 00:00:00 +0000"
33,Multiples vulnérabilités dans le noyau Linux de Red Hat (12 juin 2026),"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Red Hat. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une élévation de privilèges et un déni de service à distance.",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0747/,"Fri, 12 Jun 2026 00:00:00 +0000"
34,Multiples vulnérabilités dans les produits IBM (12 juin 2026),"De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, un déni de service à distance et une atteinte à la confidentialité des données.",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0748/,"Fri, 12 Jun 2026 00:00:00 +0000"
35,Vulnérabilité dans Oracle PeopleSoft (12 juin 2026),Une vulnérabilité a été découverte dans Oracle PeopleSoft. Elle permet à un attaquant non authentifié de provoquer une exécution de code arbitraire à distance. Mandiant indique que la vulnérabilité CVE-2026-35273 est activement exploitée au moins depuis le 27 mai 2026.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0749/,"Fri, 12 Jun 2026 00:00:00 +0000"
36,Vulnérabilité dans les produits HPE Aruba Networking (15 juin 2026),Une vulnérabilité a été découverte dans les produits HPE Aruba Networking. Elle permet à un attaquant de provoquer une exécution de code arbitraire à distance et un déni de service à distance.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0750/,"Mon, 15 Jun 2026 00:00:00 +0000"
37,Vulnérabilité dans Spring AI (15 juin 2026),Une vulnérabilité a été découverte dans Spring AI. Elle permet à un attaquant de provoquer une injection SQL (SQLi) et un contournement de la politique de sécurité.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0751/,"Mon, 15 Jun 2026 00:00:00 +0000"
38,Multiples vulnérabilités dans les produits Mattermost (15 juin 2026),De multiples vulnérabilités ont été découvertes dans les produits Mattermost. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0752/,"Mon, 15 Jun 2026 00:00:00 +0000"
39,Multiples vulnérabilités dans Microsoft Azure (15 juin 2026),De multiples vulnérabilités ont été découvertes dans Microsoft Azure. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0753/,"Mon, 15 Jun 2026 00:00:00 +0000"
